"","id","x","y","area","Nhat"
"95",1532,3455371.611,-1549309.3,0.04,8.88178419700125e-18
"96",1533,3455371.611,-1549509.3,0.04,8.88178419700125e-18
"97",1534,3455371.611,-1549709.3,0.04,8.88178419700125e-18
"98",1535,3455371.611,-1549909.3,0.04,8.88178419700125e-18
"99",1536,3455371.611,-1550109.3,0.04,8.88178419700125e-18
"100",1537,3455371.611,-1550309.3,0.04,8.88178419700125e-18
"101",1538,3455371.611,-1550509.3,0.04,8.88178419700125e-18
"102",1539,3455371.611,-1550709.3,0.04,8.88178419700125e-18
"103",1540,3455371.611,-1550909.3,0.04,8.88178419700125e-18
"104",1541,3455371.611,-1551109.3,0.04,8.88178419700125e-18
"105",1542,3455371.611,-1551309.3,0.04,8.88178419700125e-18
"106",1543,3455362.86,-1551495.82,0.04,8.88178419700125e-18
"107",1544,3455292.505,-1551632.84,0.04,8.88178419700125e-18
"108",1731,3455598.091,-1548149.69,0.04,8.88178419700125e-18
"109",1732,3455571.611,-1548309.3,0.04,8.88178419700125e-18
"110",1733,3455571.611,-1548509.3,0.04,8.88178419700125e-18
"111",1734,3455571.611,-1548709.3,0.04,8.88178419700125e-18
"112",1735,3455571.611,-1548909.3,0.04,8.88178419700125e-18
"113",1736,3455571.611,-1549109.3,0.04,8.88178419700125e-18
"114",1737,3455571.611,-1549309.3,0.04,8.88178419700125e-18
"115",1738,3455571.611,-1549509.3,0.04,8.88178419700125e-18
"116",1739,3455571.611,-1549709.3,0.04,8.88178419700125e-18
"117",1740,3455571.611,-1549909.3,0.04,8.88178419700125e-18
"118",1741,3455571.611,-1550109.3,0.04,8.88178419700125e-18
"119",1742,3455571.611,-1550309.3,0.04,8.88178419700125e-18
"120",1743,3455571.611,-1550509.3,0.04,8.88178419700125e-18
"121",1744,3455571.611,-1550709.3,0.04,8.88178419700125e-18
"122",1745,3455571.611,-1550909.3,0.04,8.88178419700125e-18
"123",1746,3455571.611,-1551109.3,0.04,8.88178419700125e-18
"124",1747,3455571.611,-1551309.3,0.04,8.88178419700125e-18
"125",1748,3455577.718,-1551498.87,0.04,8.88178419700125e-18
"126",1749,3455631.576,-1551721.43,0.04,8.88178419700125e-18
"127",1750,3455614.091,-1551907.07,0.04,8.88178419700125e-18
"128",1751,3455642.065,-1552053.62,0.04,8.88178419700125e-18
"129",1753,3455661.888,-1552580.18,0.04,8.88178419700125e-18
"130",1754,3455652.074,-1552715.93,0.04,8.88178419700125e-18
"131",1755,3455660.737,-1552845.55,0.04,8.88178419700125e-18
"132",1935,3455813.376,-1547966.39,0.04,8.88178419700125e-18
"133",1936,3455772.32,-1548110.03,0.04,8.88178419700125e-18
"134",1937,3455771.611,-1548309.3,0.04,8.88178419700125e-18
"135",1938,3455771.611,-1548509.3,0.04,8.88178419700125e-18
"136",1939,3455771.611,-1548709.3,0.04,8.88178419700125e-18
"137",1940,3455771.611,-1548909.3,0.04,8.88178419700125e-18
"138",1941,3455771.611,-1549109.3,0.04,8.88178419700125e-18
"139",1942,3455771.611,-1549309.3,0.04,8.88178419700125e-18
"140",1943,3455771.611,-1549509.3,0.04,8.88178419700125e-18
"141",1944,3455771.611,-1549709.3,0.04,8.88178419700125e-18
"142",1945,3455771.611,-1549909.3,0.04,8.88178419700125e-18
"143",1946,3455771.611,-1550109.3,0.04,8.88178419700125e-18
"144",1947,3455771.611,-1550309.3,0.04,8.88178419700125e-18
"145",1948,3455771.611,-1550509.3,0.04,8.88178419700125e-18
"146",1949,3455771.611,-1550709.3,0.04,8.88178419700125e-18
"147",1950,3455771.611,-1550909.3,0.04,8.88178419700125e-18
"148",1951,3455771.611,-1551109.3,0.04,8.88178419700125e-18
"149",1952,3455771.611,-1551309.3,0.04,8.88178419700125e-18
"150",1953,3455771.611,-1551509.3,0.04,8.88178419700125e-18
"151",1954,3455771.611,-1551709.3,0.04,8.88178419700125e-18
"152",1955,3455771.611,-1551909.3,0.04,8.88178419700125e-18
"153",1956,3455774.923,-1552106.28,0.04,8.88178419700125e-18
"154",1957,3455803.089,-1552309.52,0.04,8.88178419700125e-18
"155",1958,3455777.947,-1552513.89,0.04,8.88178419700125e-18
"156",1959,3455771.611,-1552709.3,0.04,8.88178419700125e-18
"157",1960,3455774.909,-1552906.65,0.04,8.88178419700125e-18
"158",1961,3455809.157,-1553096.42,0.04,8.88178419700125e-18
"159",1962,3455848.906,-1553295.09,0.04,8.88178419700125e-18
"160",1963,3455846.307,-1553522.43,0.04,8.88178419700125e-18
"161",1964,3455805.466,-1553721.9,0.04,8.88178419700125e-18
"162",1965,3455786.872,-1553905.4,0.04,8.88178419700125e-18
"163",1966,3455816.245,-1554060.93,0.04,8.88178419700125e-18
"164",2139,3456035.975,-1547792.09,0.04,8.88178419700125e-18
"165",2140,3455978.196,-1547916.8,0.04,8.88178419700125e-18
"166",2141,3455971.611,-1548109.3,0.04,8.88178419700125e-18
"167",2142,3455971.611,-1548309.3,0.04,8.88178419700125e-18
"168",2143,3455971.611,-1548509.3,0.04,8.88178419700125e-18
"169",2144,3455971.611,-1548709.3,0.04,8.88178419700125e-18
"170",2145,3455971.611,-1548909.3,0.04,8.88178419700125e-18
"171",2146,3455971.611,-1549109.3,0.04,8.88178419700125e-18
"172",2147,3455971.611,-1549309.3,0.04,8.88178419700125e-18
"173",2148,3455971.611,-1549509.3,0.04,8.88178419700125e-18
"174",2149,3455971.611,-1549709.3,0.04,8.88178419700125e-18
"175",2150,3455971.611,-1549909.3,0.04,8.88178419700125e-18
"176",2151,3455971.611,-1550109.3,0.04,8.88178419700125e-18
"177",2152,3455971.611,-1550309.3,0.04,8.88178419700125e-18
"178",2153,3455971.611,-1550509.3,0.04,8.88178419700125e-18
"179",2154,3455971.611,-1550709.3,0.04,8.88178419700125e-18
"180",2155,3455971.611,-1550909.3,0.04,8.88178419700125e-18
"181",2156,3455971.611,-1551109.3,0.04,8.88178419700125e-18
"182",2157,3455971.611,-1551309.3,0.04,8.88178419700125e-18
"183",2158,3455971.611,-1551509.3,0.04,8.88178419700125e-18
"184",2159,3455971.611,-1551709.3,0.04,8.88178419700125e-18
"185",2160,3455971.611,-1551909.3,0.04,8.88178419700125e-18
"186",2161,3455971.611,-1552109.3,0.04,8.88178419700125e-18
"187",2162,3455971.611,-1552309.3,0.04,8.88178419700125e-18
"188",2163,3455971.611,-1552509.3,0.04,8.88178419700125e-18
"189",2164,3455971.611,-1552709.3,0.04,8.88178419700125e-18
"190",2165,3455971.611,-1552909.3,0.04,8.88178419700125e-18
"191",2166,3455971.611,-1553109.3,0.04,8.88178419700125e-18
"192",2167,3455971.611,-1553309.3,0.04,8.88178419700125e-18
"193",2168,3455971.611,-1553509.3,0.04,8.88178419700125e-18
"194",2169,3455971.611,-1553709.3,0.04,8.88178419700125e-18
"195",2170,3455971.611,-1553909.3,0.04,8.88178419700125e-18
"196",2171,3455976.42,-1554102.86,0.04,8.88178419700125e-18
"197",2172,3456043.186,-1554222.42,0.04,8.88178419700125e-18
"198",2175,3456047.635,-1554998.4,0.04,8.88178419700125e-18
"199",2176,3456034.682,-1555099.28,0.04,8.88178419700125e-18
"200",2177,3456055.52,-1555263.61,0.04,8.88178419700125e-18
"201",2344,3456177.223,-1547772.72,0.04,8.88178419700125e-18
"202",2345,3456171.611,-1547909.3,0.04,8.88178419700125e-18
"203",2346,3456171.611,-1548109.3,0.04,8.88178419700125e-18
"204",2347,3456171.611,-1548309.3,0.04,8.88178419700125e-18
"205",2348,3456171.611,-1548509.3,0.04,8.88178419700125e-18
"206",2349,3456171.611,-1548709.3,0.04,8.88178419700125e-18
"207",2350,3456171.611,-1548909.3,0.04,8.88178419700125e-18
"208",2351,3456171.611,-1549109.3,0.04,8.88178419700125e-18
"209",2352,3456171.611,-1549309.3,0.04,8.88178419700125e-18
"210",2353,3456171.611,-1549509.3,0.04,8.88178419700125e-18
"211",2354,3456171.611,-1549709.3,0.04,8.88178419700125e-18
"212",2355,3456171.611,-1549909.3,0.04,8.88178419700125e-18
"213",2356,3456171.611,-1550109.3,0.04,8.88178419700125e-18
"214",2357,3456171.611,-1550309.3,0.04,8.88178419700125e-18
"215",2358,3456171.611,-1550509.3,0.04,8.88178419700125e-18
"216",2359,3456171.611,-1550709.3,0.04,8.88178419700125e-18
"217",2360,3456171.611,-1550909.3,0.04,8.88178419700125e-18
"218",2361,3456171.611,-1551109.3,0.04,8.88178419700125e-18
"219",2362,3456171.611,-1551309.3,0.04,8.88178419700125e-18
"220",2363,3456171.611,-1551509.3,0.04,8.88178419700125e-18
"221",2364,3456171.611,-1551709.3,0.04,8.88178419700125e-18
"222",2365,3456171.611,-1551909.3,0.04,8.88178419700125e-18
"223",2366,3456171.611,-1552109.3,0.04,8.88178419700125e-18
"224",2367,3456171.611,-1552309.3,0.04,8.88178419700125e-18
"225",2368,3456171.611,-1552509.3,0.04,8.88178419700125e-18
"226",2369,3456171.611,-1552709.3,0.04,8.88178419700125e-18
"227",2370,3456171.611,-1552909.3,0.04,8.88178419700125e-18
"228",2371,3456171.611,-1553109.3,0.04,8.88178419700125e-18
"229",2372,3456171.611,-1553309.3,0.04,8.88178419700125e-18
"230",2373,3456171.611,-1553509.3,0.04,8.88178419700125e-18
"231",2374,3456171.611,-1553709.3,0.04,8.88178419700125e-18
"232",2375,3456171.611,-1553909.3,0.04,8.88178419700125e-18
"233",2376,3456171.611,-1554109.3,0.04,8.88178419700125e-18
"234",2377,3456191.337,-1554265.4,0.04,8.88178419700125e-18
"235",2380,3456142.449,-1554989.16,0.04,8.88178419700125e-18
"236",2381,3456171.611,-1555109.3,0.04,8.88178419700125e-18
"237",2382,3456173.029,-1555307.82,0.04,8.88178419700125e-18
"238",2383,3456218.968,-1555445.94,0.04,8.88178419700125e-18
"239",2549,3456374.81,-1547764.02,0.04,8.88178419700125e-18
"240",2550,3456371.611,-1547909.3,0.04,8.88178419700125e-18
"241",2551,3456371.611,-1548109.3,0.04,8.88178419700125e-18
"242",2552,3456371.611,-1548309.3,0.04,8.88178419700125e-18
"243",2553,3456371.611,-1548509.3,0.04,8.88178419700125e-18
"244",2554,3456371.611,-1548709.3,0.04,8.88178419700125e-18
"245",2555,3456371.611,-1548909.3,0.04,8.88178419700125e-18
"246",2556,3456371.611,-1549109.3,0.04,8.88178419700125e-18
"247",2557,3456371.611,-1549309.3,0.04,8.88178419700125e-18
"248",2558,3456371.611,-1549509.3,0.04,8.88178419700125e-18
"249",2559,3456371.611,-1549709.3,0.04,8.88178419700125e-18
"250",2560,3456371.611,-1549909.3,0.04,8.88178419700125e-18
"251",2561,3456371.611,-1550109.3,0.04,8.88178419700125e-18
"252",2562,3456371.611,-1550309.3,0.04,8.88178419700125e-18
"253",2563,3456371.611,-1550509.3,0.04,8.88178419700125e-18
"254",2564,3456371.611,-1550709.3,0.04,8.88178419700125e-18
"255",2565,3456371.611,-1550909.3,0.04,8.88178419700125e-18
"256",2566,3456371.611,-1551109.3,0.04,8.88178419700125e-18
"257",2567,3456371.611,-1551309.3,0.04,8.88178419700125e-18
"258",2568,3456371.611,-1551509.3,0.04,8.88178419700125e-18
"259",2569,3456371.611,-1551709.3,0.04,8.88178419700125e-18
"260",2570,3456371.611,-1551909.3,0.04,8.88178419700125e-18
"261",2571,3456371.611,-1552109.3,0.04,8.88178419700125e-18
"262",2572,3456371.611,-1552309.3,0.04,8.88178419700125e-18
"263",2573,3456371.611,-1552509.3,0.04,8.88178419700125e-18
"264",2574,3456371.611,-1552709.3,0.04,8.88178419700125e-18
"265",2575,3456371.611,-1552909.3,0.04,8.88178419700125e-18
"266",2576,3456371.611,-1553109.3,0.04,8.88178419700125e-18
"267",2577,3456371.611,-1553309.3,0.04,8.88178419700125e-18
"268",2578,3456371.611,-1553509.3,0.04,8.88178419700125e-18
"269",2579,3456371.611,-1553709.3,0.04,8.88178419700125e-18
"270",2580,3456371.611,-1553909.3,0.04,8.88178419700125e-18
"271",2581,3456371.611,-1554109.3,0.04,8.88178419700125e-18
"272",2582,3456374.004,-1554306.84,0.04,8.88178419700125e-18
"273",2583,3456413.138,-1554495.53,0.04,8.88178419700125e-18
"274",2584,3456452.213,-1554671.4,0.04,8.88178419700125e-18
"275",2585,3456413.138,-1554958.46,0.04,8.88178419700125e-18
"276",2586,3456371.611,-1555109.3,0.04,8.88178419700125e-18
"277",2587,3456371.611,-1555309.3,0.04,8.88178419700125e-18
"278",2588,3456384.878,-1555492.22,0.04,8.88178419700125e-18
"279",2589,3456426.407,-1555729.38,0.04,8.88178419700125e-18
"280",2590,3456403.172,-1555905.8,0.04,8.88178419700125e-18
"281",2591,3456441.927,-1556028.32,0.04,8.88178419700125e-18
"282",2754,3456569.328,-1547758.42,0.04,8.88178419700125e-18
"283",2755,3456571.611,-1547909.3,0.04,8.88178419700125e-18
"284",2756,3456571.611,-1548109.3,0.04,8.88178419700125e-18
"285",2757,3456571.611,-1548309.3,0.04,8.88178419700125e-18
"286",2758,3456571.611,-1548509.3,0.04,8.88178419700125e-18
"287",2759,3456571.611,-1548709.3,0.04,8.88178419700125e-18
"288",2760,3456571.611,-1548909.3,0.04,8.88178419700125e-18
"289",2761,3456571.611,-1549109.3,0.04,8.88178419700125e-18
"290",2762,3456571.611,-1549309.3,0.04,8.88178419700125e-18
"291",2763,3456571.611,-1549509.3,0.04,8.88178419700125e-18
"292",2764,3456571.611,-1549709.3,0.04,8.88178419700125e-18
"293",2765,3456571.611,-1549909.3,0.04,8.88178419700125e-18
"294",2766,3456571.611,-1550109.3,0.04,8.88178419700125e-18
"295",2767,3456571.611,-1550309.3,0.04,8.88178419700125e-18
"296",2768,3456571.611,-1550509.3,0.04,8.88178419700125e-18
"297",2769,3456571.611,-1550709.3,0.04,8.88178419700125e-18
"298",2770,3456571.611,-1550909.3,0.04,8.88178419700125e-18
"299",2771,3456571.611,-1551109.3,0.04,8.88178419700125e-18
"300",2772,3456571.611,-1551309.3,0.04,8.88178419700125e-18
"301",2773,3456571.611,-1551509.3,0.04,8.88178419700125e-18
"302",2774,3456571.611,-1551709.3,0.04,8.88178419700125e-18
"303",2775,3456571.611,-1551909.3,0.04,8.88178419700125e-18
"304",2776,3456571.611,-1552109.3,0.04,8.88178419700125e-18
"305",2777,3456571.611,-1552309.3,0.04,8.88178419700125e-18
"306",2778,3456571.611,-1552509.3,0.04,8.88178419700125e-18
"307",2779,3456571.611,-1552709.3,0.04,8.88178419700125e-18
"308",2780,3456571.611,-1552909.3,0.04,8.88178419700125e-18
"309",2781,3456571.611,-1553109.3,0.04,8.88178419700125e-18
"310",2782,3456571.611,-1553309.3,0.04,8.88178419700125e-18
"311",2783,3456571.611,-1553509.3,0.04,8.88178419700125e-18
"312",2784,3456571.611,-1553709.3,0.04,8.88178419700125e-18
"313",2785,3456571.611,-1553909.3,0.04,8.88178419700125e-18
"314",2786,3456571.611,-1554109.3,0.04,8.88178419700125e-18
"315",2787,3456571.611,-1554309.3,0.04,8.88178419700125e-18
"316",2788,3456571.611,-1554509.3,0.04,8.88178419700125e-18
"317",2789,3456571.611,-1554709.3,0.04,8.88178419700125e-18
"318",2790,3456571.611,-1554909.3,0.04,8.88178419700125e-18
"319",2791,3456571.611,-1555109.3,0.04,8.88178419700125e-18
"320",2792,3456571.611,-1555309.3,0.04,8.88178419700125e-18
"321",2793,3456571.611,-1555509.3,0.04,8.88178419700125e-18
"322",2794,3456571.611,-1555709.3,0.04,8.88178419700125e-18
"323",2795,3456571.611,-1555909.3,0.04,8.88178419700125e-18
"324",2796,3456588.865,-1556072.44,0.04,8.88178419700125e-18
"325",2959,3456716.677,-1547784.27,0.04,8.88178419700125e-18
"326",2960,3456768.754,-1547912.27,0.04,8.88178419700125e-18
"327",2961,3456771.611,-1548109.3,0.04,8.88178419700125e-18
"328",2962,3456771.611,-1548309.3,0.04,8.88178419700125e-18
"329",2963,3456771.611,-1548509.3,0.04,8.88178419700125e-18
"330",2964,3456771.611,-1548709.3,0.04,8.88178419700125e-18
"331",2965,3456771.611,-1548909.3,0.04,8.88178419700125e-18
"332",2966,3456771.611,-1549109.3,0.04,8.88178419700125e-18
"333",2967,3456771.611,-1549309.3,0.04,8.88178419700125e-18
"334",2968,3456771.611,-1549509.3,0.04,8.88178419700125e-18
"335",2969,3456771.611,-1549709.3,0.04,8.88178419700125e-18
"336",2970,3456771.611,-1549909.3,0.04,8.88178419700125e-18
"337",2971,3456771.611,-1550109.3,0.04,8.88178419700125e-18
"338",2972,3456771.611,-1550309.3,0.04,8.88178419700125e-18
"339",2973,3456771.611,-1550509.3,0.04,8.88178419700125e-18
"340",2974,3456771.611,-1550709.3,0.04,8.88178419700125e-18
"341",2975,3456771.611,-1550909.3,0.04,8.88178419700125e-18
"342",2976,3456771.611,-1551109.3,0.04,8.88178419700125e-18
"343",2977,3456771.611,-1551309.3,0.04,8.88178419700125e-18
"344",2978,3456771.611,-1551509.3,0.04,8.88178419700125e-18
"345",2979,3456771.611,-1551709.3,0.04,8.88178419700125e-18
"346",2980,3456771.611,-1551909.3,0.04,8.88178419700125e-18
"347",2981,3456771.611,-1552109.3,0.04,8.88178419700125e-18
"348",2982,3456771.611,-1552309.3,0.04,8.88178419700125e-18
"349",2983,3456771.611,-1552509.3,0.04,8.88178419700125e-18
"350",2984,3456771.611,-1552709.3,0.04,8.88178419700125e-18
"351",2985,3456771.611,-1552909.3,0.04,8.88178419700125e-18
"352",2986,3456771.611,-1553109.3,0.04,8.88178419700125e-18
"353",2987,3456771.611,-1553309.3,0.04,8.88178419700125e-18
"354",2988,3456771.611,-1553509.3,0.04,8.88178419700125e-18
"355",2989,3456771.611,-1553709.3,0.04,8.88178419700125e-18
"356",2990,3456771.611,-1553909.3,0.04,8.88178419700125e-18
"357",2991,3456771.611,-1554109.3,0.04,8.88178419700125e-18
"358",2992,3456771.611,-1554309.3,0.04,8.88178419700125e-18
"359",2993,3456771.611,-1554509.3,0.04,8.88178419700125e-18
"360",2994,3456771.611,-1554709.3,0.04,8.88178419700125e-18
"361",2995,3456771.611,-1554909.3,0.04,8.88178419700125e-18
"362",2996,3456771.611,-1555109.3,0.04,8.88178419700125e-18
"363",2997,3456771.611,-1555309.3,0.04,8.88178419700125e-18
"364",2998,3456771.611,-1555509.3,0.04,8.88178419700125e-18
"365",2999,3456771.611,-1555709.3,0.04,8.88178419700125e-18
"366",3000,3456771.611,-1555909.3,0.04,8.88178419700125e-18
"367",3001,3456772.671,-1556108.18,0.04,8.88178419700125e-18
"368",3002,3456821.439,-1556287.95,0.04,8.88178419700125e-18
"369",3003,3456863.851,-1556418.52,0.04,8.88178419700125e-18
"370",3165,3456898.201,-1547962.03,0.04,8.88178419700125e-18
"371",3166,3456937.879,-1548120.78,0.04,8.88178419700125e-18
"372",3167,3456969.187,-1548311.36,0.04,8.88178419700125e-18
"373",3168,3456971.611,-1548509.3,0.04,8.88178419700125e-18
"374",3169,3456971.611,-1548709.3,0.04,8.88178419700125e-18
"375",3170,3456971.611,-1548909.3,0.04,8.88178419700125e-18
"376",3171,3456971.611,-1549109.3,0.04,8.88178419700125e-18
"377",3172,3456971.611,-1549309.3,0.04,8.88178419700125e-18
"378",3173,3456971.611,-1549509.3,0.04,8.88178419700125e-18
"379",3174,3456971.611,-1549709.3,0.04,8.88178419700125e-18
"380",3175,3456971.611,-1549909.3,0.04,8.88178419700125e-18
"381",3176,3456971.611,-1550109.3,0.04,8.88178419700125e-18
"382",3177,3456971.611,-1550309.3,0.04,8.88178419700125e-18
"383",3178,3456971.611,-1550509.3,0.04,8.88178419700125e-18
"384",3179,3456971.611,-1550709.3,0.04,8.88178419700125e-18
"385",3180,3456971.611,-1550909.3,0.04,8.88178419700125e-18
"386",3181,3456971.611,-1551109.3,0.04,8.88178419700125e-18
"387",3182,3456971.611,-1551309.3,0.04,8.88178419700125e-18
"388",3183,3456971.611,-1551509.3,0.04,8.88178419700125e-18
"389",3184,3456971.611,-1551709.3,0.04,8.88178419700125e-18
"390",3185,3456971.611,-1551909.3,0.04,8.88178419700125e-18
"391",3186,3456971.611,-1552109.3,0.04,8.88178419700125e-18
"392",3187,3456971.611,-1552309.3,0.04,8.88178419700125e-18
"393",3188,3456971.611,-1552509.3,0.04,8.88178419700125e-18
"394",3189,3456971.611,-1552709.3,0.04,8.88178419700125e-18
"395",3190,3456971.611,-1552909.3,0.04,8.88178419700125e-18
"396",3191,3456971.611,-1553109.3,0.04,8.88178419700125e-18
"397",3192,3456971.611,-1553309.3,0.04,8.88178419700125e-18
"398",3193,3456971.611,-1553509.3,0.04,8.88178419700125e-18
"399",3194,3456971.611,-1553709.3,0.04,8.88178419700125e-18
"400",3195,3456971.611,-1553909.3,0.04,8.88178419700125e-18
"401",3196,3456971.611,-1554109.3,0.04,8.88178419700125e-18
"402",3197,3456971.611,-1554309.3,0.04,8.88178419700125e-18
"403",3198,3456971.611,-1554509.3,0.04,8.88178419700125e-18
"404",3199,3456971.611,-1554709.3,0.04,8.88178419700125e-18
"405",3200,3456971.611,-1554909.3,0.04,8.88178419700125e-18
"406",3201,3456971.611,-1555109.3,0.04,8.88178419700125e-18
"407",3202,3456971.611,-1555309.3,0.04,8.88178419700125e-18
"408",3203,3456971.611,-1555509.3,0.04,8.88178419700125e-18
"409",3204,3456971.611,-1555709.3,0.04,8.88178419700125e-18
"410",3205,3456971.611,-1555909.3,0.04,8.88178419700125e-18
"411",3206,3456971.611,-1556109.3,0.04,8.88178419700125e-18
"412",3207,3456971.611,-1556309.3,0.04,8.88178419700125e-18
