"","wkt_geom","id","left","top","right","bottom","x","y","area","Nhat"
"1104","Point (3464871.61125410441309214 -1565009.30706091457977891)","2869",3464671.6112541,-1564809.30706091,3465071.6112541,-1565209.30706091,3464871.611,-1565009.307,160000,0.0956146109520976
"1105","Point (3464871.61125410441309214 -1564609.30706091457977891)","2868",3464671.6112541,-1564409.30706091,3465071.6112541,-1564809.30706091,3464871.611,-1564609.307,160000,0.0845234992536195
"1106","Point (3464871.61125410441309214 -1564209.30706091457977891)","2867",3464671.6112541,-1564009.30706091,3465071.6112541,-1564409.30706091,3464871.611,-1564209.307,160000,0.0742673661658243
"1107","Point (3464871.61125410441309214 -1563809.30706091457977891)","2866",3464671.6112541,-1563609.30706091,3465071.6112541,-1564009.30706091,3464871.611,-1563809.307,160000,0.065273078178062
"1108","Point (3464871.61125410441309214 -1563409.30706091457977891)","2865",3464671.6112541,-1563209.30706091,3465071.6112541,-1563609.30706091,3464871.611,-1563409.307,160000,0.0579629079693466
"1109","Point (3464871.61125410441309214 -1563009.30706091457977891)","2864",3464671.6112541,-1562809.30706091,3465071.6112541,-1563209.30706091,3464871.611,-1563009.307,160000,0.0527581398747023
"1110","Point (3464871.61125410441309214 -1562609.30706091457977891)","2863",3464671.6112541,-1562409.30706091,3465071.6112541,-1562809.30706091,3464871.611,-1562609.307,160000,0.0501512761559547
"1111","Point (3464871.61125410441309214 -1562209.30706091457977891)","2862",3464671.6112541,-1562009.30706091,3465071.6112541,-1562409.30706091,3464871.611,-1562209.307,160000,0.0509372973190408
"1112","Point (3464880.73236618610098958 -1568198.36888464028015733)","2877",3464671.6112541,-1568009.30706091,3465071.6112541,-1568409.30706091,3464880.732,-1568198.369,160000,0.171278423078438
"1113","Point (3464871.61125410441309214 -1567809.30706091457977891)","2876",3464671.6112541,-1567609.30706091,3465071.6112541,-1568009.30706091,3464871.611,-1567809.307,160000,0.166773838095747
"1114","Point (3464871.61125410441309214 -1567409.30706091457977891)","2875",3464671.6112541,-1567209.30706091,3465071.6112541,-1567609.30706091,3464871.611,-1567409.307,160000,0.159124098034198
"1115","Point (3464871.61125410441309214 -1567009.30706091457977891)","2874",3464671.6112541,-1566809.30706091,3465071.6112541,-1567209.30706091,3464871.611,-1567009.307,160000,0.150336360962814
"1116","Point (3464871.61125410441309214 -1566609.30706091457977891)","2873",3464671.6112541,-1566409.30706091,3465071.6112541,-1566809.30706091,3464871.611,-1566609.307,160000,0.140536410712864
"1117","Point (3464871.61125410441309214 -1566209.30706091457977891)","2872",3464671.6112541,-1566009.30706091,3465071.6112541,-1566409.30706091,3464871.611,-1566209.307,160000,0.129902497330003
"1118","Point (3464871.61125410441309214 -1565809.30706091457977891)","2871",3464671.6112541,-1565609.30706091,3465071.6112541,-1566009.30706091,3464871.611,-1565809.307,160000,0.118668650468713
"1119","Point (3464871.61125410441309214 -1565409.30706091457977891)","2870",3464671.6112541,-1565209.30706091,3465071.6112541,-1565609.30706091,3464871.611,-1565409.307,160000,0.107125107385718
"1120","Point (3465271.61125410441309214 -1558209.30706091457977891)","2955",3465071.6112541,-1558009.30706091,3465471.6112541,-1558409.30706091,3465271.611,-1558209.307,160000,0.876733729163687
"1121","Point (3465271.61125410441309214 -1557809.30706091457977891)","2954",3465071.6112541,-1557609.30706091,3465471.6112541,-1558009.30706091,3465271.611,-1557809.307,160000,0.903269112827821
"1122","Point (3465271.61125410441309214 -1557409.30706091457977891)","2953",3465071.6112541,-1557209.30706091,3465471.6112541,-1557609.30706091,3465271.611,-1557409.307,160000,0.843088517368541
"1123","Point (3465271.61125410441309214 -1557009.30706091457977891)","2952",3465071.6112541,-1556809.30706091,3465471.6112541,-1557209.30706091,3465271.611,-1557009.307,160000,0.717914689320769
"1124","Point (3465271.61125410441309214 -1556609.30706091457977891)","2951",3465071.6112541,-1556409.30706091,3465471.6112541,-1556809.30706091,3465271.611,-1556609.307,160000,0.564391992535506
"1125","Point (3465271.61125410441309214 -1556209.30706091457977891)","2950",3465071.6112541,-1556009.30706091,3465471.6112541,-1556409.30706091,3465271.611,-1556209.307,160000,0.416024740928169
"1126","Point (3465271.61125410441309214 -1555809.30706091457977891)","2949",3465071.6112541,-1555609.30706091,3465471.6112541,-1556009.30706091,3465271.611,-1555809.307,160000,0.292342278528778
"1127","Point (3465271.61125410441309214 -1555409.30706091457977891)","2948",3465071.6112541,-1555209.30706091,3465471.6112541,-1555609.30706091,3465271.611,-1555409.307,160000,0.199146101615387
"1128","Point (3465271.61125410441309214 -1561409.30706091457977891)","2963",3465071.6112541,-1561209.30706091,3465471.6112541,-1561609.30706091,3465271.611,-1561409.307,160000,0.0560919174167051
"1129","Point (3465271.61125410441309214 -1561009.30706091457977891)","2962",3465071.6112541,-1560809.30706091,3465471.6112541,-1561209.30706091,3465271.611,-1561009.307,160000,0.0787294244032775
"1130","Point (3465271.61125410441309214 -1560609.30706091457977891)","2961",3465071.6112541,-1560409.30706091,3465471.6112541,-1560809.30706091,3465271.611,-1560609.307,160000,0.119827029232415
"1131","Point (3465271.61125410441309214 -1560209.30706091457977891)","2960",3465071.6112541,-1560009.30706091,3465471.6112541,-1560409.30706091,3465271.611,-1560209.307,160000,0.189166541858879
"1132","Point (3465271.61125410441309214 -1559809.30706091457977891)","2959",3465071.6112541,-1559609.30706091,3465471.6112541,-1560009.30706091,3465271.611,-1559809.307,160000,0.295773533074192
"1133","Point (3465271.61125410441309214 -1559409.30706091457977891)","2958",3465071.6112541,-1559209.30706091,3465471.6112541,-1559609.30706091,3465271.611,-1559409.307,160000,0.44091452746712
"1134","Point (3465271.61125410441309214 -1559009.30706091457977891)","2957",3465071.6112541,-1558809.30706091,3465471.6112541,-1559209.30706091,3465271.611,-1559009.307,160000,0.609648214447191
"1135","Point (3465271.61125410441309214 -1558609.30706091457977891)","2956",3465071.6112541,-1558409.30706091,3465471.6112541,-1558809.30706091,3465271.611,-1558609.307,160000,0.768682401041556
"1136","Point (3465271.61125410441309214 -1551809.30706091457977891)","2939",3465071.6112541,-1551609.30706091,3465471.6112541,-1552009.30706091,3465271.611,-1551809.307,160000,0.0183498827627491
"1137","Point (3465271.61125410441309214 -1551409.30706091457977891)","2938",3465071.6112541,-1551209.30706091,3465471.6112541,-1551609.30706091,3465271.611,-1551409.307,160000,0.0200604743167304
"1138","Point (3465271.61125410441309214 -1551009.30706091457977891)","2937",3465071.6112541,-1550809.30706091,3465471.6112541,-1551209.30706091,3465271.611,-1551009.307,160000,0.0245600422232846
"1139","Point (3465271.61125410441309214 -1550609.30706091457977891)","2936",3465071.6112541,-1550409.30706091,3465471.6112541,-1550809.30706091,3465271.611,-1550609.307,160000,0.033952466973962
"1140","Point (3465271.61125410441309214 -1550209.30706091457977891)","2935",3465071.6112541,-1550009.30706091,3465471.6112541,-1550409.30706091,3465271.611,-1550209.307,160000,0.0524363961762067
"1141","Point (3465271.61125410441309214 -1549809.30706091457977891)","2934",3465071.6112541,-1549609.30706091,3465471.6112541,-1550009.30706091,3465271.611,-1549809.307,160000,0.0886278145521334
"1142","Point (3465271.61125410441309214 -1549409.30706091457977891)","2933",3465071.6112541,-1549209.30706091,3465471.6112541,-1549609.30706091,3465271.611,-1549409.307,160000,0.158478937555214
"1143","Point (3465271.61125410441309214 -1549009.30706091457977891)","2932",3465071.6112541,-1548809.30706091,3465471.6112541,-1549209.30706091,3465271.611,-1549009.307,160000,0.285874508299042
"1144","Point (3465271.61125410441309214 -1555009.30706091457977891)","2947",3465071.6112541,-1554809.30706091,3465471.6112541,-1555209.30706091,3465271.611,-1555009.307,160000,0.13370334502149
"1145","Point (3465271.61125410441309214 -1554609.30706091457977891)","2946",3465071.6112541,-1554409.30706091,3465471.6112541,-1554809.30706091,3465271.611,-1554609.307,160000,0.0898897727126227
"1146","Point (3465271.61125410441309214 -1554209.30706091457977891)","2945",3465071.6112541,-1554009.30706091,3465471.6112541,-1554409.30706091,3465271.611,-1554209.307,160000,0.0614297986333809
"1147","Point (3465271.61125410441309214 -1553809.30706091457977891)","2944",3465071.6112541,-1553609.30706091,3465471.6112541,-1554009.30706091,3465271.611,-1553809.307,160000,0.0432738440749808
"1148","Point (3465271.61125410441309214 -1553409.30706091457977891)","2943",3465071.6112541,-1553209.30706091,3465471.6112541,-1553609.30706091,3465271.611,-1553409.307,160000,0.0318379428618693
"1149","Point (3465271.61125410441309214 -1553009.30706091457977891)","2942",3465071.6112541,-1552809.30706091,3465471.6112541,-1553209.30706091,3465271.611,-1553009.307,160000,0.0247701886966804
"1150","Point (3465271.61125410441309214 -1552609.30706091457977891)","2941",3465071.6112541,-1552409.30706091,3465471.6112541,-1552809.30706091,3465271.611,-1552609.307,160000,0.0206231710515502
"1151","Point (3465271.61125410441309214 -1552209.30706091457977891)","2940",3465071.6112541,-1552009.30706091,3465471.6112541,-1552409.30706091,3465271.611,-1552209.307,160000,0.0185895377642956
"1152","Point (3466471.61125410441309214 -1549409.30706091457977891)","3242",3466271.6112541,-1549209.30706091,3466671.6112541,-1549609.30706091,3466471.611,-1549409.307,160000,0.235464592904388
"1153","Point (3466471.61125410441309214 -1549009.30706091457977891)","3241",3466271.6112541,-1548809.30706091,3466671.6112541,-1549209.30706091,3466471.611,-1549009.307,160000,0.469261443105341
"1154","Point (3466471.61125410441309214 -1548609.30706091457977891)","3240",3466271.6112541,-1548409.30706091,3466671.6112541,-1548809.30706091,3466471.611,-1548609.307,160000,0.862407049115401
"1155","Point (3466471.61125410441309214 -1548209.30706091457977891)","3239",3466271.6112541,-1548009.30706091,3466671.6112541,-1548409.30706091,3466471.611,-1548209.307,160000,1.44290449168587
"1156","Point (3466471.61125410441309214 -1547809.30706091457977891)","3238",3466271.6112541,-1547609.30706091,3466671.6112541,-1548009.30706091,3466471.611,-1547809.307,160000,2.18839546243806
"1157","Point (3466471.61125410441309214 -1547409.30706091457977891)","3237",3466271.6112541,-1547209.30706091,3466671.6112541,-1547609.30706091,3466471.611,-1547409.307,160000,3.01231263444671
"1158","Point (3466472.18960308749228716 -1547082.45706846588291228)","3236",3466271.6112541,-1546809.30706091,3466671.6112541,-1547209.30706091,3466472.19,-1547082.457,160000,3.65303955425619
"1159","Point (3466075.53686776896938682 -1570556.65660056658089161)","3192",3465871.6112541,-1570409.30706091,3466271.6112541,-1570809.30706091,3466075.537,-1570556.657,160000,0.0536123620514622
"1160","Point (3466471.61125410441309214 -1552609.30706091457977891)","3250",3466271.6112541,-1552409.30706091,3466671.6112541,-1552809.30706091,3466471.611,-1552609.307,160000,0.00319733550843292
"1161","Point (3466471.61125410441309214 -1552209.30706091457977891)","3249",3466271.6112541,-1552009.30706091,3466671.6112541,-1552409.30706091,3466471.611,-1552209.307,160000,0.00367441930425964
"1162","Point (3466471.61125410441309214 -1551809.30706091457977891)","3248",3466271.6112541,-1551609.30706091,3466671.6112541,-1552009.30706091,3466471.611,-1551809.307,160000,0.00486421758735781
"1163","Point (3466471.61125410441309214 -1551409.30706091457977891)","3247",3466271.6112541,-1551209.30706091,3466671.6112541,-1551609.30706091,3466471.611,-1551409.307,160000,0.00746949189230534
"1164","Point (3466471.61125410441309214 -1551009.30706091457977891)","3246",3466271.6112541,-1550809.30706091,3466671.6112541,-1551209.30706091,3466471.611,-1551009.307,160000,0.0130804738256552
"1165","Point (3466471.61125410441309214 -1550609.30706091457977891)","3245",3466271.6112541,-1550409.30706091,3466671.6112541,-1550809.30706091,3466471.611,-1550609.307,160000,0.0253245933947287
"1166","Point (3466471.61125410441309214 -1550209.30706091457977891)","3244",3466271.6112541,-1550009.30706091,3466671.6112541,-1550409.30706091,3466471.611,-1550209.307,160000,0.0524131883594991
"1167","Point (3466471.61125410441309214 -1549809.30706091457977891)","3243",3466271.6112541,-1549609.30706091,3466671.6112541,-1550009.30706091,3466471.611,-1549809.307,160000,0.111829178756847
"1168","Point (3466071.61125410441309214 -1567009.30706091457977891)","3183",3465871.6112541,-1566809.30706091,3466271.6112541,-1567209.30706091,3466071.611,-1567009.307,160000,0.0418565734136097
"1169","Point (3466071.61125410441309214 -1566609.30706091457977891)","3182",3465871.6112541,-1566409.30706091,3466271.6112541,-1566809.30706091,3466071.611,-1566609.307,160000,0.0394450854753973
"1170","Point (3466071.61125410441309214 -1566209.30706091457977891)","3181",3465871.6112541,-1566009.30706091,3466271.6112541,-1566409.30706091,3466071.611,-1566209.307,160000,0.0369647766782153
"1171","Point (3466071.61125410441309214 -1565809.30706091457977891)","3180",3465871.6112541,-1565609.30706091,3466271.6112541,-1566009.30706091,3466071.611,-1565809.307,160000,0.0344847180740839
"1172","Point (3466071.61125410441309214 -1565409.30706091457977891)","3179",3465871.6112541,-1565209.30706091,3466271.6112541,-1565609.30706091,3466071.611,-1565409.307,160000,0.0320830892812018
"1173","Point (3466071.61125410441309214 -1565009.30706091457977891)","3178",3465871.6112541,-1564809.30706091,3466271.6112541,-1565209.30706091,3466071.611,-1565009.307,160000,0.0298468011174059
"1174","Point (3466071.61125410441309214 -1564609.30706091457977891)","3177",3465871.6112541,-1564409.30706091,3466271.6112541,-1564809.30706091,3466071.611,-1564609.307,160000,0.0278720472969605
"1175","Point (3466071.61125410441309214 -1564209.30706091457977891)","3176",3465871.6112541,-1564009.30706091,3466271.6112541,-1564409.30706091,3466071.611,-1564209.307,160000,0.0262672353439271
"1176","Point (3466071.61125410441309214 -1570209.30706091457977891)","3191",3465871.6112541,-1570009.30706091,3466271.6112541,-1570409.30706091,3466071.611,-1570209.307,160000,0.0535884556584989
"1177","Point (3466071.61125410441309214 -1569809.30706091457977891)","3190",3465871.6112541,-1569609.30706091,3466271.6112541,-1570009.30706091,3466071.611,-1569809.307,160000,0.0530586482461386
"1178","Point (3466071.61125410441309214 -1569409.30706091457977891)","3189",3465871.6112541,-1569209.30706091,3466271.6112541,-1569609.30706091,3466071.611,-1569409.307,160000,0.0522467385725326
"1179","Point (3466071.61125410441309214 -1569009.30706091457977891)","3188",3465871.6112541,-1568809.30706091,3466271.6112541,-1569209.30706091,3466071.611,-1569009.307,160000,0.0511509819320754
"1180","Point (3466071.61125410441309214 -1568609.30706091457977891)","3187",3465871.6112541,-1568409.30706091,3466271.6112541,-1568809.30706091,3466071.611,-1568609.307,160000,0.0497760533349159
"1181","Point (3466071.61125410441309214 -1568209.30706091457977891)","3186",3465871.6112541,-1568009.30706091,3466271.6112541,-1568409.30706091,3466071.611,-1568209.307,160000,0.048134052332027
"1182","Point (3466071.61125410441309214 -1567809.30706091457977891)","3185",3465871.6112541,-1567609.30706091,3466271.6112541,-1568009.30706091,3466071.611,-1567809.307,160000,0.0462454377118633
"1183","Point (3466071.61125410441309214 -1567409.30706091457977891)","3184",3465871.6112541,-1567209.30706091,3466271.6112541,-1567609.30706091,3466071.611,-1567409.307,160000,0.0441398252049023
