Transect.Label;Sample.Label;x;y
33;33-1;3461080,404;-1559444,303
33;33-2;3460920,634;-1559209,908
33;33-3;3460666,378;-1558885,675
33;33-4;3460414,650;-1558594,115
33;33-5;3460119,165;-1558348,542
33;33-6;3460142,984;-1558068,937
33;33-7;3460349,359;-1557750,695
33;33-8;3460215,311;-1557387,308
33;33-9;3460077,412;-1557046,372
33;33-10;3459845,062;-1556670,110
33;33-11;3459589,946;-1556454,892
33;33-12;3459250,188;-1556346,276
33;33-13;3458962,273;-1556398,813
33;33-14;3458616,764;-1556565,451
33;33-15;3458258,356;-1556599,515
33;33-16;3457946,827;-1556414,622
33;33-17;3457696,169;-1556144,098
33;33-18;3457515,184;-1555806,942
33;33-19;3457337,202;-1555130,595
33;33-20;3457331,033;-1555504,307
33;33-21;3457289,079;-1554759,922
33;33-22;3456944,263;-1554597,140
33;33-23;3456944,727;-1554222,665
33;33-24;3457104,920;-1553894,223
33;33-25;3456874,349;-1553710,502
34;34-1;3485413,261;-1541226,720
34;34-2;3485440,264;-1541608,370
34;34-3;3485327,875;-1541986,730
34;34-4;3485189,016;-1542350,270
34;34-5;3484996,807;-1542675,000
34;34-6;3484790,001;-1543009,350
34;34-7;3484472,095;-1543224,610
34;34-8;3484143,318;-1543413,100
34;34-9;3484091,431;-1543758,130
34;34-10;3483949,089;-1544126,960
34;34-11;3483784,498;-1544483,690
34;34-12;3483668,958;-1544862,590
34;34-13;3483477,728;-1545205,920
34;34-14;3483249,170;-1545508,810
34;34-15;3482973,246;-1545787,200
34;34-16;3482801,341;-1546129,900
34;34-17;3482511,917;-1546373,660
34;34-18;3482125,858;-1546462,290
34;34-19;3481757,770;-1546375,530
34;34-20;3481414,740;-1546173,510
34;34-21;3481067,588;-1545976,750
34;34-22;3480724,454;-1545772,960
34;34-23;3480379,117;-1545572,530
34;34-24;3480033,421;-1545372,390
34;34-25;3479691,533;-1545167,540
34;34-26;3479346,266;-1544967,580
34;34-27;3479000,640;-1544767,880
34;34-28;3478657,500;-1544566,130
34;34-29;3478314,646;-1544364,850
34;34-30;3477980,653;-1544176,550
34;34-31;3477635,045;-1543976,550
34;34-32;3477336,730;-1543942,170
34;34-33;3477180,381;-1544303,650
34;34-34;3477033,821;-1544664,390
34;34-35;3476848,245;-1545000,900
34;34-36;3476716,892;-1545367,560
34;34-37;3476556,544;-1545715,430
34;34-38;3476255,708;-1545958,240
34;34-39;3475926,737;-1546075,700
34;34-40;3475556,331;-1546169,840
34;34-41;3475210,313;-1546266,470
34;34-42;3474873,127;-1546307,880
34;34-43;3474535,870;-1546461,750
34;34-44;3474175,210;-1546486,910
34;34-45;3473800,223;-1546486,250
34;34-46;3473577,705;-1546241,540
34;34-47;3473285,165;-1545999,840
34;34-48;3472986,619;-1545834,400
34;34-49;3472689,676;-1545621,910
34;34-50;3472378,511;-1545555,690
34;34-51;3472022,198;-1545553,360
34;34-52;3471672,381;-1545663,320
34;34-53;3471311,901;-1545703,370
34;34-54;3471089,469;-1545943,860
34;34-55;3470781,301;-1546173,060
34;34-56;3470405,950;-1546276,670
34;34-57;3470085,617;-1546409,000
34;34-58;3469751,453;-1546515,570
34;34-59;3469445,113;-1546714,590
34;34-60;3469073,360;-1546696,830
34;34-61;3468728,566;-1546711,740
34;34-62;3468623,778;-1547062,310
34;34-63;3468283,332;-1546882,670
34;34-64;3468233,399;-1546632,440
35;35-1;3491961,194;-1538603,170
35;35-2;3492228,280;-1538307,670
35;35-3;3492543,710;-1538064,390
35;35-4;3492855,876;-1537824,500
35;35-5;3493240,242;-1537796,810
35;35-6;3493624,270;-1537734,620
35;35-7;3494000,889;-1537611,820
35;35-8;3494380,705;-1537562,490
35;35-9;3494758,222;-1537450,640
35;35-10;3495118,252;-1537280,310
35;35-11;3495436,767;-1537080,440
35;35-12;3495609,754;-1536723,700
35;35-13;3495790,460;-1536385,030
35;35-14;3496097,235;-1536554,600
35;35-15;3496423,537;-1536781,200
35;35-16;3496774,084;-1536966,010
35;35-17;3497155,666;-1537078,890
35;35-18;3497538,653;-1537149,140
35;35-19;3497910,193;-1537157,720
35;35-20;3498244,385;-1536955,810
35;35-21;3498565,758;-1536730,470
35;35-22;3498921,529;-1536622,980
35;35-23;3499312,535;-1536586,050
35;35-24;3499636,650;-1536380,600
35;35-25;3499968,179;-1536170,470
35;35-26;3500331,152;-1536007,510
35;35-27;3500653,610;-1535792,080
35;35-28;3500984,656;-1535599,750
35;35-29;3501267,062;-1535319,850
35;35-30;3501514,381;-1535011,020
35;35-31;3501829,798;-1534766,650
35;35-32;3502202,933;-1534640,680
35;35-33;3502581,471;-1534541,810
35;35-34;3502966,064;-1534503,820
35;35-35;3503356,548;-1534446,720
35;35-36;3503752,498;-1534491,130
35;35-37;3504139,742;-1534581,460
35;35-38;3504514,572;-1534559,300
35;35-39;3504869,404;-1534416,490
35;35-40;3505210,100;-1534387,020
35;35-41;3505547,252;-1534592,400
35;35-42;3505932,858;-1534631,130
35;35-43;3506137,504;-1534968,140
35;35-44;3506283,074;-1535200,832
36;36-1;3513494,388;-1531143,730
36;36-2;3513290,414;-1531404,934
36;36-3;3513139,163;-1531769,991
36;36-4;3512848,862;-1532031,674
36;36-5;3512585,609;-1532307,824
36;36-6;3512260,709;-1532510,726
36;36-7;3511893,973;-1532637,404
36;36-8;3511556,270;-1532571,516
36;36-9;3511364,802;-1532403,941
36;36-10;3511289,726;-1532096,430
36;36-11;3511504,446;-1531851,696
36;36-12;3511758,053;-1531583,024
36;36-13;3512226,986;-1531280,944
36;36-14;3512615,567;-1531231,534
36;36-15;3512922,925;-1531005,612
36;36-16;3513080,056;-1530672,414
36;36-17;3513398,067;-1530670,310
36;36-18;3513564,965;-1530919,178
37;37-1;3505229,810;-1536261,230
37;37-2;3504889,381;-1536420,830
37;37-3;3504600,803;-1536659,950
37;37-4;3504316,310;-1536916,260
37;37-5;3503934,613;-1536864,000
37;37-6;3503561,889;-1536979,520
37;37-7;3503268,346;-1537247,520
37;37-8;3502934,392;-1537437,200
37;37-9;3502641,934;-1537709,420
37;37-10;3502450,804;-1538049,460
37;37-11;3502216,719;-1538338,750
37;37-12;3501880,433;-1538537,720
37;37-13;3501574,527;-1538794,690
37;37-14;3501224,961;-1538979,970
37;37-15;3500910,567;-1539216,910
37;37-16;3500666,013;-1539525,410
37;37-17;3500358,466;-1539825,286
37;37-18;3500044,662;-1540068,322
37;37-19;3499750,973;-1540317,509
37;37-20;3499539,901;-1540645,913
37;37-21;3499325,250;-1540961,063
37;37-22;3498949,125;-1541082,497
37;37-23;3498681,889;-1541367,312
37;37-24;3498417,365;-1541661,927
37;37-25;3498083,373;-1541859,462
37;37-26;3497943,074;-1542211,863
38;38-1;3474901,990;-1546405,292
38;38-2;3474710,332;-1546746,791
38;38-3;3474478,525;-1547048,574
38;38-4;3474192,414;-1547280,805
38;38-5;3474003,413;-1547607,287
38;38-6;3473845,944;-1547909,704
38;38-7;3473721,589;-1548227,926
38;38-8;3473571,996;-1548526,181
38;38-9;3473244,355;-1548663,284
38;38-10;3473158,933;-1548970,281
38;38-11;3473372,769;-1549283,644
38;38-12;3473504,941;-1549578,557
38;38-13;3473698,964;-1549836,318
38;38-14;3473865,889;-1550088,975
38;38-15;3474232,347;-1550208,458
38;38-16;3474461,948;-1550521,953
38;38-17;3474263,624;-1550611,392
38;38-18;3473970,578;-1550534,440
38;38-19;3473706,926;-1550803,149
38;38-20;3473401,159;-1550846,450
38;38-21;3473133,595;-1550716,517
38;38-22;3472782,498;-1550548,359
38;38-23;3472393,461;-1550472,293
38;38-24;3472007,391;-1550401,098
38;38-25;3471632,109;-1550301,286
38;38-26;3471277,502;-1550194,852
38;38-27;3470889,848;-1550187,214
38;38-28;3470547,167;-1550044,878
38;38-29;3470209,260;-1549851,965
38;38-30;3470030,686;-1549513,691
38;38-31;3469815,924;-1549186,629
38;38-32;3469730,528;-1548836,479
39;39-1;3469352,331;-1548578,380
39;39-2;3468974,880;-1548770,737
39;39-3;3468672,412;-1548856,091
39;39-4;3468366,511;-1549033,406
39;39-5;3468055,541;-1549158,470
39;39-6;3467728,352;-1549085,273
39;39-7;3467417,001;-1549233,454
39;39-8;3467203,565;-1549273,893
39;39-9;3466948,717;-1549474,949
39;39-10;3466662,975;-1549613,679
39;39-11;3466467,670;-1549805,017
39;39-12;3466230,049;-1550031,752
39;39-13;3465878,694;-1550112,123
39;39-14;3465561,793;-1550051,312
39;39-15;3465253,302;-1549977,601
39;39-16;3464950,327;-1549837,435
39;39-17;3464703,824;-1549928,147
39;39-18;3464455,159;-1550193,692
40;40-1;3490750,840;-1539622,880
40;40-2;3490846,004;-1539862,730
40;40-3;3491026,587;-1540185,720
40;40-4;3490933,594;-1540568,490
40;40-5;3490993,662;-1540963,290
40;40-6;3490883,821;-1541287,690
40;40-7;3490636,967;-1541565,780
40;40-8;3490315,119;-1541679,020
40;40-9;3490398,922;-1542004,020
40;40-10;3490541,836;-1542339,170
40;40-11;3490788,692;-1542240,620
40;40-12;3491003,605;-1542270,080
40;40-13;3491266,939;-1542531,750
40;40-14;3491490,884;-1542828,410
40;40-15;3491847,251;-1542953,680
40;40-16;3492107,937;-1542987,410
40;40-17;3492261,267;-1542762,060
40;40-18;3492574,602;-1542645,340
40;40-19;3492888,911;-1542444,590
40;40-20;3493249,050;-1542377,380
40;40-21;3493503,574;-1542400,340
40;40-22;3493841,439;-1542501,820
40;40-23;3494061,238;-1542530,112
41;41-1;3498827,183;-1540970,390
41;41-2;3498541,287;-1540814,050
41;41-3;3498273,307;-1540553,020
41;41-4;3497979,736;-1540350,110
41;41-5;3497811,686;-1540010,470
41;41-6;3497506,555;-1539820,820
41;41-7;3497310,720;-1539598,090
41;41-8;3497098,395;-1539347,630
41;41-9;3497063,800;-1539008,310
41;41-10;3496802,151;-1538766,150
41;41-11;3496591,804;-1538494,710
41;41-12;3496457,239;-1538139,830
41;41-13;3496384,032;-1537776,220
41;41-14;3496327,775;-1537420,510
41;41-15;3496232,621;-1537148,660
41;41-16;3496096,854;-1536816,030
42;42-1;3490789,290;-1539355,766
42;42-2;3490767,549;-1539018,762
42;42-3;3490588,304;-1538681,401
42;42-4;3490375,016;-1538386,087
42;42-5;3490264,774;-1538015,098
42;42-6;3490111,118;-1537654,045
42;42-7;3489902,386;-1537334,860
43;43-1;3513494,388;-1531143,730
43;43-2;3513290,414;-1531404,934
43;43-3;3513139,163;-1531769,991
43;43-4;3512848,862;-1532031,674
43;43-5;3512585,609;-1532307,824
43;43-6;3512260,709;-1532510,726
43;43-7;3511893,973;-1532637,404
43;43-8;3511556,270;-1532571,516
43;43-9;3511364,802;-1532403,941
43;43-10;3511289,726;-1532096,430
43;43-11;3511504,446;-1531851,696
43;43-12;3511758,053;-1531583,024
43;43-13;3512226,986;-1531280,944
43;43-14;3512615,567;-1531231,534
43;43-15;3512922,925;-1531005,612
43;43-16;3513080,056;-1530672,414
43;43-17;3513398,067;-1530670,310
43;43-18;3513564,965;-1530919,178
44;44-1;3460534,740;-1545112,689
44;44-2;3459515,771;-1547052,526
44;44-3;3459716,544;-1547299,616
44;44-4;3460058,928;-1547412,693
44;44-5;3460248,976;-1547625,223
44;44-6;3460232,597;-1547988,610
44;44-7;3460056,972;-1548364,080
44;44-8;3460042,571;-1548783,237
44;44-9;3459785,405;-1549025,261
44;44-10;3459389,130;-1549069,018
44;44-11;3460194,454;-1545237,099
44;44-12;3459904,494;-1545234,941
44;44-13;3459595,292;-1545388,375
44;44-14;3459475,046;-1545570,448
44;44-15;3459226,779;-1545748,319
44;44-16;3459182,840;-1546097,096
44;44-17;3459212,289;-1546439,880
44;44-18;3459397,676;-1546741,272
45;45-1;3459289,819;-1549201,695
45;45-2;3459387,042;-1549579,781
45;45-3;3459451,504;-1549960,064
45;45-4;3459646,327;-1550300,288
45;45-5;3459668,286;-1550590,987
45;45-6;3459750,038;-1550906,339
45;45-7;3459857,847;-1551262,754
45;45-8;3460161,379;-1551492,346
45;45-9;3460526,855;-1551503,032
45;45-10;3460870,032;-1551551,828
45;45-11;3461009,153;-1551851,289
45;45-12;3460995,489;-1552176,696
45;45-13;3461129,230;-1552507,842
45;45-14;3461225,160;-1552787,659
45;45-15;3461184,713;-1553153,820
45;45-16;3461032,601;-1553719,177
45;45-17;3461042,834;-1554058,142
45;45-18;3461022,776;-1554440,590
45;45-19;3460991,957;-1554809,864
45;45-20;3461003,230;-1555162,276
45;45-21;3461048,000;-1555447,283
45;45-22;3461036,437;-1555793,690
45;45-23;3461001,347;-1556122,750
45;45-24;3460763,427;-1556415,306
45;45-25;3460449,022;-1556544,265
45;45-26;3460090,894;-1556658,970
46;46-1;3458026,939;-1549601,207
46;46-2;3457975,483;-1549955,498
46;46-3;3457876,295;-1550338,180
46;46-4;3457752,730;-1550705,090
46;46-5;3457603,839;-1551051,636
46;46-6;3457533,418;-1551427,015
46;46-7;3457491,077;-1551811,086
46;46-8;3457504,195;-1552168,115
46;46-9;3457453,037;-1552543,360
46;46-10;3457298,280;-1552904,710
47;47-1;3462846,559;-1545256,508
47;47-2;3462617,962;-1545472,597
47;47-3;3462279,728;-1545681,103
47;47-4;3461964,230;-1545921,772
47;47-5;3461683,323;-1546201,808
47;47-6;3461468,816;-1546529,203
47;47-7;3461282,727;-1546848,607
47;47-8;3461080,228;-1547133,750
47;47-9;3460719,134;-1547278,540
47;47-10;3460921,312;-1546300,659
47;47-11;3460829,517;-1546602,287
47;47-12;3460714,594;-1546972,461
48;48-1;3461342,043;-1546837,740
48;48-2;3461421,126;-1548692,438
48;48-3;3461100,896;-1548504,973
48;48-4;3461148,019;-1548315,166
48;48-5;3461438,560;-1548083,540
48;48-6;3461749,505;-1547884,109
48;48-7;3461905,952;-1547567,468
48;48-8;3462075,136;-1547276,673
48;48-9;3461845,669;-1547015,446
48;48-10;3461488,103;-1546958,581
48;48-11;3461646,213;-1548805,090
48;48-12;3461596,729;-1548976,597
48;48-13;3461296,452;-1549196,236
48;48-14;3460944,941;-1549278,287
48;48-15;3460597,197;-1549444,942
48;48-16;3460526,140;-1549821,175
48;48-17;3460270,838;-1550110,608
48;48-18;3459932,866;-1550014,110
48;48-19;3459640,439;-1550034,354
49;49-1;3461809.818;-1548902.792
49;49-2;3462057,395;-1549100,104
49;49-3;3462292,442;-1549409,142
49;49-4;3462352,887;-1549824,305
49;49-5;3462857,091;-1549974,162
49;49-6;3463165,143;-1549794,384
49;49-7;3463423,165;-1550050,642
49;49-8;3463547,558;-1550328,228
49;49-9;3463740,953;-1550508,410
49;49-10;3464063,499;-1550355,024
49;49-11;3464214,411;-1550524,716
49;49-12;3463932,132;-1550699,088
49;49-13;3463605,594;-1550850,330
49;49-14;3463238,923;-1550915,613
49;49-15;3462909,628;-1550890,829
49;49-16;3462740,569;-1551070,890
49;49-17;3462591,395;-1551418,250
49;49-18;3462593,984;-1551783,370
49;49-19;3462607,001;-1552142,720
49;49-20;3462734,680;-1552462,110
49;49-21;3462598,270;-1552809,840
49;49-22;3462798,213;-1553078,780
49;49-23;3463136,669;-1553195,110
49;49-24;3463329,065;-1553513,880
49;49-25;3463355,088;-1553868,680
49;49-26;3463365,051;-1554248,220
49;49-27;3463544,660;-1554534,650
49;49-28;3463553,974;-1554886,270
49;49-29;3463768,271;-1555185,290
49;49-30;3463922,192;-1555525,450
49;49-31;3464156,110;-1555823,390
49;49-32;3464219,958;-1556177,390
49;49-33;3464324,447;-1556547,610
49;49-34;3464378,057;-1556918,190
49;49-35;3464643,943;-1557150,490
49;49-36;3464607,919;-1557530,240
49;49-37;3464282,326;-1557642,280
49;49-38;3463951,000;-1557788,720
49;49-39;3463589,234;-1557795,780
49;49-40;3463374,614;-1558086,340
49;49-41;3463317,833;-1558378,340
49;49-42;3462970,205;-1558494,170
49;49-43;3462612,875;-1558589,440
49;49-44;3462257,674;-1558719,280
49;49-45;3461943,418;-1558901,060
49;49-46;3461620,620;-1559075,240
49;49-47;3461359,620;-1559174,350
49;49-48;3461046,438;-1559114,110
50;50-1;3460980,675;-1544720,570
50;50-2;3461208,362;-1544686,510
50;50-3;3461598,796;-1544744,520
50;50-4;3461937,287;-1544661,480
50;50-5;3462079,947;-1544342,010
50;50-6;3462358,573;-1544248,330
50;50-7;3462666,023;-1544116,310
50;50-8;3462949,647;-1544131,137
50;50-9;3463303,901;-1544274,763
50;50-10;3463666,752;-1544149,699
50;50-11;3463613,393;-1544246,487
50;50-12;3463435,808;-1544585,845
50;50-13;3463205,640;-1544901,062
50;50-14;3462900,190;-1545134,744
50;50-15;3462499,796;-1545097,970
50;50-16;3462201,994;-1544820,970
50;50-17;3462106,270;-1544985,193
50;50-18;3461960,741;-1545286,115
50;50-19;3461591,258;-1545394,567
50;50-20;3461289,378;-1545560,065
50;50-21;3461058,161;-1545819,507
50;50-22;3460867,765;-1546063,417
50;50-23;3460612,268;-1545955,652
50;50-24;3460594,640;-1545591,204
50;50-25;3460610,156;-1545315,443
51;51-1;3459023,225;-1549059,210
51;51-2;3458854,429;-1549307,400
51;51-3;3458505,452;-1549209,390
51;51-4;3458295,382;-1549398,960
51;51-5;3457831,030;-1549219,490
51;51-6;3457466,345;-1549082,190
51;51-7;3457183,371;-1548816,040
51;51-8;3457187,028;-1548428,240
51;51-9;3457028,001;-1548102,620
51;51-10;3456818,530;-1547815,610
51;51-11;3456512,766;-1547718,580
51;51-12;3456134,490;-1547815,360
51;51-13;3455799,574;-1547916,040
51;51-14;3455509,783;-1548166,320
51;51-15;3455304,638;-1548467,940
51;51-16;3455028,422;-1548699,620
51;51-17;3454904,609;-1549014,080
51;51-18;3454756,799;-1549352,460
51;51-19;3454759,756;-1549718,300
51;51-20;3454623,934;-1549964,170
51;51-21;3454350,521;-1550204,310
51;51-22;3454248,255;-1550580,320
51;51-23;3454413,906;-1550904,690
51;51-24;3454514,965;-1551227,470
51;51-25;3454781,800;-1551444,130
51;51-26;3455155,034;-1551510,800
51;51-27;3455475,706;-1551452,870
51;51-28;3455734,921;-1551667,910
51;51-28;3455734,921;-1551667,910
51;51-29;3455739,814;-1552058,340
51;51-30;3456079,573;-1552248,950
51;51-31;3456251,547;-1552545,280
51;51-32;3456311,940;-1552920,600
51;51-33;3456234,612;-1553278,350
51;51-34;3456565,065;-1553487,000
51;51-35;3456923,321;-1553517,190
51;51-36;3457202,833;-1553288,390
51;51-37;3457191,997;-1552921,640
51;51-38;3457095,007;-1552550,230
51;51-39;3456914,131;-1552218,440
51;51-40;3456813,545;-1551850,060
51;51-41;3456763,939;-1551489,480
51;51-42;3456603,242;-1551134,850
51;51-43;3456364,975;-1550834,700
51;51-44;3456058,876;-1550800,650
51;51-45;3455794,934;-1550522,130
51;51-46;3455476,647;-1550354,900
51;51-47;3455227,828;-1550092,110
51;51-48;3455141,455;-1549770,730
52;52-1;3460534,740;-1545112,689
52;52-2;3459515,771;-1547052,526
52;52-3;3459716,544;-1547299,616
52;52-4;3460058,928;-1547412,693
52;52-5;3460248,976;-1547625,223
52;52-6;3460232,597;-1547988,610
52;52-7;3460056,972;-1548364,080
52;52-8;3460042,571;-1548783,237
52;52-9;3459785,405;-1549025,261
52;52-10;3459389,130;-1549069,018
52;52-11;3460194,454;-1545237,099
52;52-12;3459904,494;-1545234,941
52;52-13;3459595,292;-1545388,375
52;52-14;3459475,046;-1545570,448
52;52-15;3460092,045;-1548297,050
53;53-1;3459289,819;-1549201,695
53;53-2;3459387,042;-1549579,781
53;53-3;3459451,504;-1549960,064
53;53-4;3459646,327;-1550300,288
53;53-5;3459668,286;-1550590,987
53;53-6;3459750,038;-1550906,339
53;53-7;3459857,847;-1551262,754
53;53-8;3460161,379;-1551492,346
53;53-9;3460526,855;-1551503,032
53;53-10;3460870,032;-1551551,828
53;53-11;3461009,153;-1551851,289
53;53-12;3460995,489;-1552176,696
53;53-13;3461129,230;-1552507,842
53;53-14;3461225,160;-1552787,659
53;53-15;3461184,713;-1553153,820
53;53-16;3461032,601;-1553719,177
53;53-17;3461042,834;-1554058,142
53;53-18;3461022,776;-1554440,590
53;53-19;3460991,957;-1554809,864
53;53-20;3461003,230;-1555162,276
53;53-21;3461048,000;-1555447,283
53;53-22;3461036,437;-1555793,690
53;53-23;3461001,347;-1556122,750
53;53-24;3460763,427;-1556415,306
53;53-25;3460449,022;-1556544,265
53;53-26;3460090,894;-1556658,970
54;54-1;3461774,093;-1548876,247
54;54-2;3462057,395;-1549100,104
54;54-3;3462292,442;-1549409,142
54;54-4;3462352,887;-1549824,305
54;54-5;3462857,091;-1549974,162
54;54-6;3463165,143;-1549794,384
54;54-7;3463423,165;-1550050,642
54;54-8;3463547,558;-1550328,228
54;54-9;3463740,953;-1550508,410
54;54-10;3464063,499;-1550355,024
54;54-11;3464520,112;-1550419,688
54;54-12;3464848,168;-1550631,875
54;54-13;3465164,932;-1550836,034
54;54-14;3465512,766;-1551074,520
54;54-15;3465846,969;-1551302,516
54;54-16;3466206,023;-1551493,670
54;54-17;3466483,935;-1551754,937
54;54-18;3466854,462;-1551877,019
54;54-19;3467237,494;-1551838,241
54;54-20;3467553,884;-1552042,259
54;54-21;3467925,269;-1552148,891
54;54-22;3468273,013;-1552298,470
54;54-23;3468592,461;-1552505,324
54;54-24;3468952,543;-1552625,731
54;54-25;3469338,169;-1552658,103
54;54-26;3469711,108;-1552777,961
54;54-27;3470093,901;-1552754,830
54;54-28;3470434,665;-1552843,515
54;54-29;3470767,896;-1552855,922
54;54-30;3471111,519;-1553039,987
54;54-31;3471420,804;-1553247,197
54;54-32;3471758,000;-1553415,786
54;54-33;3471976,980;-1553571,682
55;55-1;3472023,871;-1553671,430
55;55-2;3471995,843;-1553949,240
55;55-3;3471851,793;-1554245,210
55;55-4;3471584,581;-1554169,210
55;55-5;3471262,280;-1554356,030
55;55-6;3471098,314;-1554680,950
55;55-7;3470844,900;-1554907,770
55;55-8;3470773,133;-1555273,330
55;55-9;3470691,254;-1555632,920
55;55-10;3470571,995;-1555985,530
55;55-11;3470434,972;-1556349,340
55;55-12;3470128,085;-1556523,020
55;55-13;3469998,000;-1556858,050
55;55-14;3469927,554;-1557202,160
55;55-15;3469890,295;-1557558,280
55;55-16;3469746,351;-1557922,200
55;55-17;3469516,289;-1558183,350
55;55-18;3469189,756;-1558376,330
55;55-19;3468925,906;-1558646,600
55;55-20;3468614,704;-1558738,490
55;55-21;3468269,701;-1558688,880
55;55-22;3467895,203;-1558731,330
55;55-23;3467535,855;-1558791,440
55;55-24;3467167,092;-1558881,240
55;55-25;3467005,312;-1559207,660
55;55-26;3466865,693;-1559571,320
55;55-27;3466730,487;-1560293,860
55;55-28;3466701,746;-1559906,040
55;55-29;3466615,442;-1560637,510
55;55-30;3466363,521;-1560931,480
55;55-31;3466019,756;-1560948,100
55;55-32;3465991,414;-1561187,180
55;55-33;3465904,455;-1561424,320
55;55-34;3465693,899;-1561660,530
55;55-35;3465376,046;-1561831,830
55;55-36;3465027,543;-1561997,840
55;55-37;3464676,229;-1562092,970
55;55-38;3464479,173;-1562390,400
55;55-39;3464282,660;-1562754,240
55;55-40;3463965,510;-1563106,710
55;55-41;3463671,723;-1563327,600
55;55-42;3463334,966;-1563425,250
55;55-43;3462978,949;-1563454,740
55;55-44;3462651,495;-1563463,020
55;55-45;3462438,288;-1563193,530
55;55-46;3462205,381;-1563310,730
55;55-47;3461934,306;-1563402,030
55;55-48;3461631,905;-1563586,140
56;56-1;3461471,217;-1563299,927
56;56-2;3461561,950;-1562888,775
56;56-3;3461625,363;-1562527,235
56;56-3;3461625,363;-1562527,235
56;56-4;3461785,880;-1562263,236
56;56-5;3462010,199;-1561973,992
56;56-6;3461854,128;-1561708,713
56;56-7;3461501,001;-1561628,681
56;56-8;3461176,878;-1561616,150
56;56-9;3460857,538;-1561742,593
57;57-1;3461429,024;-1561386,381
57;57-2;3461488,275;-1561046,334
57;57-3;3461484,841;-1560718,566
57;57-4;3461241,035;-1560421,841
57;57-5;3461308,301;-1560086,971
57;57-6;3461260,393;-1559711,915
57;57-7;3461524,516;-1559839,651
57;57-8;3461680,721;-1560196,346
57;57-9;3461986,573;-1560414,940
57;57-10;3462344,790;-1560446,455
57;57-11;3462696,886;-1560515,548
57;57-12;3463058,816;-1560451,449
57;57-13;3463379,605;-1560668,400
57;57-14;3463677,418;-1560866,569
57;57-15;3464011,651;-1560986,074
57;57-16;3464145,084;-1560706,590
57;57-17;3464385,953;-1560532,304
57;57-18;3464672,648;-1560740,225
57;57-19;3465005,850;-1560931,855
57;57-20;3465328,521;-1561160,413
57;57-21;3465694,954;-1561188,525
58;58-1;3458026,939;-1549601,207
58;58-2;3457975,483;-1549955,498
58;58-3;3457876,295;-1550338,180
58;58-4;3457752,730;-1550705,090
58;58-5;3457603,839;-1551051,636
58;58-6;3457533,418;-1551427,015
58;58-7;3457491,077;-1551811,086
58;58-8;3457504,195;-1552168,115
58;58-9;3457453,037;-1552543,360
58;58-10;3457298,280;-1552904,710
59;59-1;3462846,559;-1545256,508
59;59-2;3462617,962;-1545472,597
59;59-3;3462279,728;-1545681,103
59;59-4;3461964,230;-1545921,772
59;59-5;3461683,323;-1546201,808
59;59-6;3461468,816;-1546529,203
59;59-7;3461282,727;-1546848,607
59;59-8;3461488,103;-1546958,581
59;59-9;3461845,669;-1547015,446
59;59-10;3462075,136;-1547276,673
59;59-11;3461905,952;-1547567,468
59;59-12;3461749,505;-1547884,109
59;59-13;3461438,560;-1548083,540
59;59-14;3461148,019;-1548315,166
59;59-15;3461100,896;-1548504,973
59;59-16;3461421,126;-1548692,438
59;59-17;3461596,729;-1548976,597
59;59-18;3461296,452;-1549196,236
59;59-19;3460944,941;-1549278,287
59;59-20;3460597,197;-1549444,942
59;59-21;3460526,140;-1549821,175
59;59-22;3460270,838;-1550110,608
59;59-23;3459932,866;-1550014,110
59;59-24;3459640,439;-1550034,354
60;60-1;3464214,411;-1550524,716
60;60-2;3463932,132;-1550699,088
60;60-3;3463605,594;-1550850,330
60;60-4;3463238,923;-1550915,613
60;60-5;3462909,628;-1550890,829
60;60-6;3462740,569;-1551070,890
60;60-7;3462591,395;-1551418,250
60;60-8;3462593,984;-1551783,370
60;60-9;3462607,001;-1552142,720
60;60-10;3462734,680;-1552462,110
60;60-11;3462598,270;-1552809,840
60;60-12;3462798,213;-1553078,780
60;60-13;3463136,669;-1553195,110
60;60-14;3463329,065;-1553513,880
60;60-15;3463355,088;-1553868,680
60;60-16;3463365,051;-1554248,220
60;60-17;3463544,660;-1554534,650
60;60-18;3463553,974;-1554886,270
60;60-19;3463768,271;-1555185,290
60;60-20;3463922,192;-1555525,450
60;60-21;3464156,110;-1555823,390
60;60-22;3464219,958;-1556177,390
60;60-23;3464324,447;-1556547,610
60;60-24;3464378,057;-1556918,190
60;60-25;3464643,943;-1557150,490
60;60-26;3464607,919;-1557530,240
60;60-27;3464282,326;-1557642,280
60;60-28;3463951,000;-1557788,720
60;60-29;3463589,234;-1557795,780
60;60-30;3463374,614;-1558086,340
60;60-31;3463317,833;-1558378,340
60;60-32;3462970,205;-1558494,170
60;60-33;3462612,875;-1558589,440
60;60-34;3462257,674;-1558719,280
60;60-35;3461943,418;-1558901,060
60;60-36;3461620,620;-1559075,240
60;60-37;3461359,620;-1559174,350
60;60-38;3461046,438;-1559114,110
61;61-1;3461080,404;-1559444,303
61;61-2;3460920,634;-1559209,908
61;61-3;3461080,404;-1559444,303
61;61-4;3460920,634;-1559209,908
61;61-5;3460666,378;-1558885,675
61;61-6;3460414,650;-1558594,115
61;61-7;3460119,165;-1558348,542
61;61-8;3460142,984;-1558068,937
61;61-9;3460349,359;-1557750,695
61;61-10;3460215,311;-1557387,308
61;61-11;3460077,412;-1557046,372
61;61-12;3459845,062;-1556670,110
